CONSOLIDATED_ID,REPRESENTATIVE_STOP,STOPS_IN_CLUSTER,NUM_STOPS,LAT,LONG
C270,CHEUNG SHA WAN (SO UK ESTATE) BUS TERMINUS/<br>So Uk Estate,4097;13062,2,22.340801560000003,114.15865835
C271,"KEI OI PRIMARY SCHOOL/<br>SKH Kei Oi Primary School, Kwong Lee Road",4098,1,22.33918532,114.1608378
C272,"CAMP STREET/<br>Camp Street, Castle Peak Road",206,1,22.33541049,114.1603529
C273,KOWLOON CITY FERRY BUS TERMINUS/<br>Kowloon City Ferry Pier,9035,1,22.31820721,114.1934617
C274,TAK MAN STREET/<br>Tak Man Street,7015,1,22.30590798,114.1882681
C275,WHAMPOA GARDEN BUS TERMINUS/<br>Whampoa Garden,1379,1,22.30485121,114.1906457
C276,"HUNG LOK ROAD/<br>Harbourview Horizon, Hung Lok Road",12887,1,22.30306352,114.1852011
C277,HUNG HOM SOUTH ROAD/<br>Hung Hom South Road,7001;9023;12354,3,22.304984016666666,114.18547943333333
C278,GILLIES AVENUE SOUTH,4176;9021;4172;13144;9020,5,22.306480760000003,114.1839882
C279,"OLD WAN CHAI POLICE STATION/<br>Old Wan Chai Police Station, Gloucester Road",18,1,22.27937639,114.1749337
C280,"KING HEI HOUSE/<br>King Hei House Tung Hei Court, Yiu Hing Road",555;564,2,22.27971883,114.2181325
C281,"HING TUNG ESTATE/<br>Hing Tung Estate, Yiu Hing Road",556;563,2,22.280553765,114.21966585
C282,"TAI NING STREET/<br>Tai Ning Street, Wai Hang Street",557,1,22.28166432,114.220491
C283,"KAO SHAN TERRACE TAIKOO SHING/<br>Kao Shan Terrace, Taikoo Shing Road",1515,1,22.28612583,114.2190465
C284,HONG KONG SCIENCE MUSEUM,9007;1310;1282;4259,4,22.3012576125,114.176461925
C285,"CAUSEWAY BAY TYPHOON SHELTER/<br>Causeway Bay Typhoon Shelter, Victoria Park Road",220,1,22.28409012,114.1862771
C286,Causeway Bay (Whitfield Road),221;633,2,22.28596816,114.19089615
C287,"MUN SANG COLLEGE HK ISLAND/<br>Munsang College (Hong Kong Island), Tai On Street",176,1,22.28319868,114.2235092
C288,"TUNG YAN COURT/<br>Tung Yan Court, Yiu Hing Road",562,1,22.28077019,114.2208206
C289,YEN CHOW STREET SHAM SHUI PO,207;9215;9216;4101;9235,5,22.331957314,114.16155506
C290,"BULLOCK LANE/<br>Bullock Lane, Wan Chai Road",235;587;231;364,4,22.277220337499998,114.176801575
C291,"MAN TAI STREET HUNG HOM/<br>Man Tai Street, Hung Hom Road",1380,1,22.30633235,114.1891804
C292,"HUNG HOM ESTATE/<br>Hung Hom Estate, Hung Hom Road",1381;13415,2,22.307844895000002,114.19018985
C293,"HOK YUEN STREET EAST/<br>Hok Yuen Street East, Hung Hom Road",1382,1,22.31146165,114.1902193
C294,"SUNG KIT STREET/<br>Sung Kit Street, Bailey Street",1383;13414,2,22.312288080000002,114.18856945
C295,"CHING HONG HOUSE/<br>Ching Hong House, Tsz Wan Shan Road",1406;1411;4191;4192;10000205;10255,6,22.348764061666667,114.20208444999999
C296,"CHING FAI HOUSE/<br>Ching Fai House Tsz Ching Estate, Tsz Wan Shan Road",4152,1,22.35031904,114.2006592
C297,"TAK OI SECONDARY SCHOOL/<br>Tak Oi Secondary School, Tsz Wan Shan Road",4154;4190;1412,3,22.34754611,114.2041342
C298,"DIAMOND HILL CREMATORIUM/<br>Diamond Hill Crematorium, Po Kong Village Road",10231;12770,2,22.344335145000002,114.20750699999999
C299,"NG WAH CATHOLIC SECONDARY SCHOOL/<br>Ng Wah Catholic Secondary School, Choi Hung Road",1385,1,22.3332068,114.1954049
C300,LAI KOK ESTATE,9221;9220;204;9100;10000005;828,6,22.333224554999997,114.15577956666665
C301,"LAI LO HOUSE/<br>Lai Lo House Lai Kok Estate, Lai Chi Kok Road",829,1,22.33156307,114.156888
C302,"PEI HO STREET SHAM SHUI PO/<br>Pei Ho Street, Lai Chi Kok Road",830,1,22.32854729,114.1607323
C303,SHEK KIP MEI STREET,4103;9109;4199,3,22.32720189,114.1624408
C304,CEDAR STREET SHAM SHUI PO,4104;197;833,3,22.324477926666663,114.1658577
C305,FIFE STREET MONG KOK,9071;9075;9070;12942,4,22.320194625000003,114.169536625
C306,"HONG KONG SANITORIUM AND HOSPITAL/<br>Hong Kong Sanatorium and Hospital, Wong Nai Chung Road",68,1,22.27007473,114.1827444
C307,"HAPPY VALLEY RACECOURSE/<br>Happy Valley Racecourse, Wong Nai Chung Road",69,1,22.27147455,114.1805614
C308,LAGUNA VERDE/<br>Laguna Verde,7016,1,22.30753319,114.191927
C309,FU SHAN ESTATE,1413;1404;10000281;10000282,4,22.3421925175,114.2081545
C310,"CHUN TOK SCHOOL/<br>Chun Tok School, Hammer Hill Road",1414;1403,2,22.339774730000002,114.20736525
C311,"SZE MEI STREET, SAN PO KONG/<br>Sze Mei Street, Choi Hung Road",13417;8339,2,22.33814566,114.2018415
C312,"PO KONG VILLAGE ROAD SCHOOL VILLAGE/<br>Po Kong Village Road School Village, Po Kong Village Road",10232,1,22.34548677,114.2062598
C313,KI LUNG STREET SHAM SHUI PO,203;9212;9213;9214,4,22.33061069,114.159882725
C314,"CRAIGENGOWER CRICKET CLUB/<br>Craigengower Cricket Club, Leighton Road",837;738;237,3,22.276799569999998,114.18227569999999
C315,"BROADWOOD ROAD/<br>Broadwood Road, Wong Nai Chung Road",66,1,22.2743462,114.1835305
C316,"AMIGO MANSION/<br>Amigo Mansion, Wong Nai Chung Road",3036,1,22.2720614,114.184588
C317,HAPPY VALLEY (LOWER) BUS TERMINUS/<br>Happy Valley (Lower),67;573;10291,3,22.269722446666666,114.18484339999999
C318,TAI NAN STREET,838;9084,2,22.32700334,114.1638774
C319,KI LUNG STREET,4109;9209;9210;839,4,22.3283939925,114.16320262500001
C320,KWEILIN STREET SHAM SHUI PO,199;9103;9104;9105;9106,5,22.32987485,114.1614407
C321,"TUNG CHAU STREET PARK/<br>Tung Chau Street Park, Yen Chow Street",9095,1,22.32781547,114.1576069
C322,"NAM CHEONG ESTATE SHAM SHUI PO/<br>Nam Cheong Estate, Yen Chow Street",9093,1,22.32701152,114.1557627
C323,KWUN TONG (TSUI PING ROAD) BUS TERMINUS,8230;10000184,2,22.315418115,114.22940155
C324,KWUN TONG (TSUI PING NORTH ESTATE) BUS TERMINUS,8228;8229,2,22.313973150000002,114.22960485
C325,KWUN TONG SWIMMING POOL,8227;1165;1083;1084,4,22.310121525000003,114.22982664999999
C326,SHING YIP STREET REST GARDEN,8203,1,22.30929564,114.2285452
C327,KWUN TONG BBI - MILLENNIUM CITY,8222;8224;8223;8221;10000082,5,22.313803752000002,114.22241486
C328,NGAU TAU KOK STATION,1137;4088;1087;712;8220;8219;10000148,7,22.31490610142857,114.22016021428571
C329,"TING FU STREET, KWUN TONG",707;8218;8216;8217;4087,5,22.316614006000002,114.21574404
C330,LOWER NGAU TAU KOK ESTATE,1151;10000194;1138;1119;8315,5,22.32171655,114.21464089999999
C331,KOWLOON BAY STATION,4067;10000278;13169;8318;1140;13228;8317;711,8,22.32401491375,114.21431877500001
C332,KAI TAI COURT,8322;10000203,2,22.32841778,114.2123034
C333,PING SHEK ESTATE,801;823;13046,3,22.33308459,114.20731523333332
C334,KAI YIP ESTATE,1150;4084;1141;826,4,22.3306397,114.2104403
C335,KWUN TONG ROAD SITTING-OUT AREA,1152,1,22.3178694,114.2151349
C336,"TSUN YIP LANE, KWUN TONG",4089;1081;706;10000195;1136;1086;8235;8225,8,22.31369484875,114.22428123750001
C337,CHOI HUNG BBI - CHOI HUNG BUS TERMINUS,1149;12497;4144;1389;10000145,5,22.335652795999998,114.20447356
C338,UPPER SAU MAU PING,12916;8246;1033;8247,4,22.3151944175,114.23646722500001
C339,SAU MING HOUSE,1021;1034,2,22.31569648,114.2340798
C340,HIU KWONG STREET RECREATION GROUND,1035;4093,2,22.317042765,114.23197905
C341,SAU MAU PING SHOPPING CENTRE,12914;8245;7068;4056,4,22.318826474999998,114.231477475
C342,PO PUI COURT,8231;8232,2,22.3173056,114.2291305
C343,YUNG FUNG SHEE MEMORIAL CENTRE,1359,1,22.30853686,114.2291952
C344,FUNG TAK PARK,1040;4159,2,22.343343304999998,114.1979642
C345,WONG TAI SIN FIRE STATION,8341,1,22.34312225,114.1964643
C346,NGA CHUK STREET,1042;1014;10000230;10257,4,22.343835955,114.19388215
C347,LUNG CHEUNG GOVT. SEC. SCHOOL,10258;9149,2,22.34236435,114.189834
C348,HENG LAM STREET,9134,1,22.33539291,114.1876007
C349,KWUN TONG HOI YUEN ROAD,10260,1,22.30993817,114.2241101
C350,KWUN TONG FERRY,13387;8207,2,22.307681215000002,114.221654
C351,KING YIP STREET,8204;8206;8205;1369,4,22.308343627499998,114.226264125
C352,FUK LO TSUN ROAD,4074;8101;9125;9124;8102;4079,6,22.327579893333336,114.1884332
C353,INVERNESS ROAD,9133,1,22.3336139,114.1872802
C354,LOK FU RECREATION GROUND,4220;4245,2,22.336905559999998,114.18717855
C355,WONG TAI SIN BBI - WONG TAI SIN TEMPLE,1355;1370;8086;1372,4,22.341763652500003,114.191705
C356,WONG TAI SIN BBI - SHATIN PASS ROAD,1356,1,22.34184001,114.1955419
C357,CHEUNG WO COURT,8244;4061,2,22.31947345,114.2275201
C358,UNITED CHRISTIAN HOSPITAL,7074;7093,2,22.32211988,114.2259875
C359,NING PO NO.2 COLLEGE,8251;1112;1123,3,22.323883246666668,114.22795853333332
C360,SAU LOK HOUSE,7067;7100;13337,3,22.32159466,114.2305589
C361,SAU ON HOUSE,1020,1,22.31666301,114.2333426
C362,CROSS HARBOUR TUNNEL BBI - HUNG HOM STATION,4175;4146,2,22.30377257,114.18158120000001
C363,PO TAT ESTATE BBI,10368;8249,2,22.31820574,114.2374973
C364,KWUN TONG STATION,1085;1082,2,22.31140013,114.2274105
C365,WO LOK ESTATE,4062;4090;8233,3,22.31694515,114.2266651
C366,FAT TSEUNG STREET WEST,10358,1,22.33017157,114.1512292
C367,FU CHEONG ESTATE,9092;9091;10000139,3,22.32832068,114.1537727
C368,CHUI YUE ROAD,12910;13192,2,22.323932445,114.15874305
C369,CHUNG WUI STREET TAI KOK TSUI,9096;12913,2,22.32231157,114.15977695
C370,OLYMPIC STATION,13186;9050;9047;10000160;12912;9048,6,22.318661781666666,114.16052958333331
C371,KANSU STREET,13136,1,22.30883405,114.1678582
C372,FERRY STREET,9016;9017,2,22.30718142,114.1674313
C373,CANTON ROAD,1277;13364,2,22.297907064999997,114.16892150000001
C374,CHEUNG SHA WAN (HOI TAT ESTATE) BUS TERMINUS,12563;10000227,2,22.32912862,114.15177785
C375,ON TAI (NORTH) (CHI TAI HOUSE),10000027,1,22.32778101,114.2293285
C376,OI TAT HOUSE,13242;13239,2,22.32191006,114.2325488
C377,ON TAT ESTATE,13314;13234;10000171,3,22.320250826666665,114.23431140000001
C378,apm MILLENNIUM CITY 5,10000097;12894,2,22.31254764,114.2253727
C379,KAI TAK TUNNEL BBI - KAI FUK ROAD,8334;8333,2,22.32233272,114.2042652
C380,SAU FAI HOUSE,12446;12750;10000201;8250,4,22.317005197500002,114.2360628
C381,SIN TAT HOUSE,13235,1,22.32030152,114.2356541
C382,KAM TAI HOUSE,13240,1,22.32428572,114.2307347
C383,ON TAI (SOUTH) (HANG TAI HOUSE),13294;1017,2,22.326259575,114.2286534
C384,"AquaMarine, Sham Mong Road",13162;12428;12353;10000251,4,22.33243309,114.14745767500001
C385,BANYAN GARDEN,12562;12531,2,22.33379233,114.1482388
C386,AQUAMARINE,12886;12929,2,22.33233855,114.1490448
C387,CHINA FERRY TERMINAL BUS TERMINUS,1289;1162;12939,3,22.300309163333335,114.16813046666668
C388,YAN CHEUNG ROAD,13137;13425,2,22.308829414999998,114.1659608
C389,NAM CHEONG PARK,12405,1,22.32520554,114.1568889
C390,ST. TERESA'S CHURCH,9123,1,22.32553187,114.1776703
C391,CHINESE PUBLIC DISPENSARY SHAM SHUI PO,10333;9108;9107,3,22.326804410000005,114.1610237
C392,HK SOCI. FOR THE PROTECTION OF CHILDREN,9080;9079,2,22.326186275,114.16676509999999
C393,POLICE SPORTS AND RECREATION CLUB,9117,1,22.32674182,114.1700022
C394,HAY CHEUK LAU,1088;1079,2,22.317065085000003,114.21759019999999
C395,HONG KONG EYE HOSPITAL,7030;7053,2,22.324637635000002,114.18497915
C396,THE ASTRID,7031,1,22.3231748,114.1820381
C397,KADOORIE AVENUE,7034;9045,2,22.32019928,114.17400620000001
C398,HOSPITAL AUTHORITY BUILDING,7052,1,22.32380692,114.1828049
C399,EVANGEL HOSPITAL,7054,1,22.32610045,114.1873961
C400,AMOY GARDENS,8319;7079,2,22.32454296,114.2153502
C401,UPPER NGAU TAU KOK EST,8316,1,22.32063262,114.2157277
C402,NAM CHEONG ESTATE,9094,1,22.32723741,114.1568013
C403,YEE KUK STREET SHAM SHUI PO,9102,1,22.32896244,114.1583347
C404,RECLAMATION STREET,1317;9073;9074;9072,4,22.319318555,114.16753477500001
C405,MING KEI COLLEGE,1343;12556,2,22.31858688,114.1645187
C406,CENTRAL PARK,12378,1,22.31783713,114.1620341
C407,ISLAND HARBOURVIEW,12429;12564,2,22.31862222,114.15673945
C408,ISLAND HARBOURVIEW BUS TERMINUS,13327;1340,2,22.31855924,114.1587534
C409,SAU NGA ROAD PLAYGROUND,4091;7094,2,22.32085536,114.226783
C410,HIU LAI COURT,4060;4092,2,22.31863285,114.2298881
C411,LEUNG SHEK CHEE COLLEGE,4059;4094,2,22.31555238,114.2329733
C412,SAU CHING HOUSE,7065;7102,2,22.3198779,114.2333536
C413,SAU HONG HOUSE,7066;7101,2,22.32330146,114.230511
C414,LOK NGA COURT,1115;1121,2,22.32272638,114.2209599
C415,NGAU TAU KOK BUS TERMINUS,8320;1116,2,22.32293962,114.21703869999999
C416,KOWLOON BAY SPORTS GROUND,8327;8328,2,22.32675691,114.2086048
C417,BLOCK 18 RICHLAND GARDENS,797,1,22.3296468,114.2081202
C418,KAI TAK TUNNEL BBI - WANG CHIN STREET,10337,1,22.32498764,114.2046831
C419,COOKE STREET HUNG HOM,7081,1,22.3081569,114.1825228
C420,MODY ROAD TSIM SHA TSUI,723;1280;13077,3,22.298458120000003,114.1758263
C421,TSIM SHA TSUI POLICE STATION,4051,1,22.30281983,114.1717211
C422,KAI TAK TUNNEL BBI - KAI SHING STREET,10338,1,22.32505105,114.2034989
C423,KAI LAI ROAD,824,1,22.32802176,114.2055961
C424,HONG NING ROAD PARK,7075;7092;8243,3,22.32076589,114.22397789999998
C425,LEI YUE MUN ESTATE,12368;10000006,2,22.294711919999997,114.23933585
C426,KO CHUN COURT,8182;8181,2,22.29787651,114.2409821
C427,ST. ANTONIUS GIRLS' COLLEGE,8196;8195;8194,3,22.30123713,114.2377811
C428,LAM TIN STATION,1064;1326;1325,3,22.30663891,114.233717
C429,LOK WAH SOUTH ESTATE,7076;7091,2,22.32091979,114.2226676
C430,WING ON PLAZA,4148;4147,2,22.29630883,114.1770005
C431,TSIM SHA TSUI EAST BUS TERMINUS,1284,1,22.30180847,114.1784465
C432,CHUN WAH COURT,7089,1,22.32242001,114.2184265
C433,KA WING STREET,13073,1,22.29385882,114.238564
C434,YAU TONG BUS TERMINUS,13074,1,22.29585465,114.2384096
C435,KO YEE ESTATE,8183;8184,2,22.29674731,114.2419133
C436,LAM TIN STATION (ALIGHTING STOP),13371,1,22.30756009,114.2335718
C437,"TUNG YAN STREET, KWUN TONG",8226,1,22.31311624,114.2264696
C438,SHUNG TAK WAI,13424,1,22.29424874,114.2342166
C439,SAM KA TSUEN FERRY,8190;12915;8191,3,22.29221274,114.23723700000001
C440,HONG TIN COURT,95;1363,2,22.307423995,114.23534785000001
C441,HUNG HOM (HUNG LUEN ROAD) BUS TERMINUS,9019,1,22.30144679,114.1890732
C442,YAU TONG ESTATE,8192;8193;12430,3,22.299249963333335,114.23892539999999
C443,KAM PAK HOUSE,1027;1028,2,22.30234667,114.24096965
C444,LEI YUE MUN PLAZA,8185,1,22.29638696,114.2397005
C445,"LAI YIP STREET, KWUN TONG",8212;8213,2,22.31385962,114.2159782
C446,"SHUN YIP STREET, KWUN TONG",13212;8214;13398,3,22.315777423333333,114.21465546666667
C447,H.K. POLYTECHNIC UNIVERSITY,1283;12885;4174,3,22.303160063333333,114.17768310000001
C448,"WANG TUNG STREET, KOWLOON BAY",10262,1,22.31972232,114.20739
C449,LAM TIN (NORTH),1366;13012,2,22.309708,114.23737234999999
C450,HONG YAT COURT,1367;8199;8201;10362,4,22.31009713,114.23513785
C451,KAI TIN SHOPPING CENTRE,1368;8198,2,22.30847184,114.234533
C452,S.K.H. KEI HAU SECONDARY SCHOOL,1362;1058,2,22.30621391,114.2353085
C453,KAI YAN HOUSE,1364,1,22.30939325,114.2336987
C454,PING CHUN HOUSE,8179,1,22.30738702,114.2376673
C455,SHEUNG YUET ROAD,8325;1077;12394;8326;794,5,22.321477718,114.20817076
C456,"LAM WAH STREET, KOWLOON BAY",795;1076,2,22.32255765,114.2088271
C457,OI FU HOUSE,1407;8347,2,22.35066238,114.1994361
C458,LOK MOON HOUSE,4156,1,22.34723961,114.2007267
C459,SHUNG WAH STREET,4157;8345,2,22.346571735,114.19794525
C460,KWONG TIN SHOPPING CENTRE,8180;1026,2,22.302961494999998,114.23905805000001
C461,HONG NGA COURT,1029;1025,2,22.304569235000002,114.23828725
C462,MONG KOK (PARK AVENUE) BUS TERMINUS,12980,1,22.31533575,114.1631505
C463,HK AUX. POLICE FORCE HQ,7088;7080,2,22.32549284,114.2075271
C464,NGAU CHI WAI BBI - HUNG NGOK HOUSE,1143,1,22.33697999,114.2061901
C465,"SZE MEI STREET, SAN PO KONG",1148;1144;1388;1390,4,22.33874414,114.20046797500001
C466,FU YAU BUILDING,4187;8343,2,22.34421463,114.19890595
C467,LOK CHEUNG HOUSE,8346,1,22.34863059,114.1988241
C468,TSZ WAN SHAN (NORTH) BUS TERMINUS,1408,1,22.35077094,114.1980187
C469,KAM FUNG STREET,8344;4158,2,22.345221705,114.19764895
C470,TAK HONG HOUSE,1030,1,22.30805466,114.2392981
C471,LAM TIN PARK,1031;1023,2,22.310958375,114.23832885
C472,HING TIN,1032;1022,2,22.31288607,114.2392129
C473,SHEUNG LOK ESTATE,9067;12374;9068,3,22.319953869999996,114.18257823333333
C474,HOMANTIN PLAZA,12372;9062,2,22.31551236,114.1814118
C475,SHEUNG LOK STREET,12373;9061,2,22.31375589,114.181931
C476,KAR MAN HOUSE,10264,1,22.31234717,114.1799995
C477,SHA TIN STATION BUS TERMINUS/<br>Sha Tin Station,13368;853,2,22.38354377,114.1880025
C478,"CHUN SHEK ESTATE/<br>Chun Shek Estate, Che Kung Miu Road",849;857,2,22.37451335,114.1863511
C479,"CHE KUNG TEMPLE/<br>Che Kung Temple, Che Kung Miu Road",868;858,2,22.37462184,114.1838751
C480,"TAI WAI BBI - SUN CHUI ESTATE/<br>Sun Chui Estate, Hung Mui Kuk Road",846;859,2,22.37035052,114.1799037
C481,"WORLD WIDE GARDENS/<br>World-wide Gardens, Hung Mui Kuk Road",845;6002,2,22.36475156,114.1812532
C482,LION ROCK TUNNEL/<br>Lion Rock Tunnel Bus-Bus Interchange,6000;6001,2,22.35872823,114.1750103
C483,ABERDEEN TUNNEL/<br>Aberdeen Tunnel Bus-Bus Interchange,366;315,2,22.24998162,114.1757199
C484,"WONG CHUK HANG RECREATION GROUND/<br>Wong Chuk Hang Recreation Ground, Wong Chuk Hang Road",493;7112;12925,3,22.250466136666663,114.17025486666667
C485,"NAM LONG SHAN ROAD/<br>Nam Long Shan Road, Wong Chuk Hang Road",3142,1,22.24827446,114.1659509
C486,"ABERDEEN TECHNICAL SCHOOL/<br>Aberdeen Technical School, Wong Chuk Hang Road",369;313;987,3,22.248539156666666,114.16319903333334
C487,"OCEAN COURT/<br>Ocean Court, Aberdeen Praya Road",462;312;12474,3,22.247777099999997,114.15845209999999
C488,ABERDEEN BUS TERMINUS/<br>Aberdeen,371;505;13174;3144;13076,5,22.247653876,114.1551557
C489,"ABERDEEN WHOLESALE FISH MARKET/<br>Aberdeen Wholesale Fish Market, Aberdeen Praya Road",372,1,22.24795693,114.1524762
C490,"HING WAI INDUSTRIAL CENTRE/<br>Hing Wai Industrial Centre, Tin Wan Praya Road",12466;511,2,22.248597320000002,114.1476983
C491,"WAH LAM PATH/<br>Wah Lam Path, Wah Fu Road",495;7111;13033;10000305,4,22.25190073,114.13889370000001
C492,Wah Fu (North),496;497;12988;668;499;13155;491;489;10000304;10000124;490;498,12,22.252861816666666,114.13609380000001
C493,"HING WO STREET/<br>Hing Wo Street, Shek Pai Wan Road",12994;560,2,22.25006932,114.14769805
C494,"ST. PETER'S CHURCH/<br>St. Peter's Church, Aberdeen Main Road",475,1,22.24982647,114.1537662
C495,Lok Yeung Street,476;1567;530;535,4,22.24899368,114.155953875
C496,KWUN TONG POLICE STATION,1065,1,22.31075775,114.2311468
C497,TAK LOK HOUSE,8178,1,22.30934612,114.2390949
C498,TAK LUNG HOUSE,1024,1,22.30676331,114.239249
C499,FAT KWONG STREET,9059,1,22.31212134,114.1824259
C500,"GREENFIELD COURT/<br>Greenfield Court, Sha Tin Wai Road",854;852;10000153;6082,4,22.380170125,114.19594032500001
C501,POK HONG BUS TERMINUS,876;851;6075;10000199,4,22.3772623825,114.195201975
C502,JAT MIN CHUEN STREET,856;850;10000102,3,22.37597889,114.19183086666665
C503,"YIP HING ST WONG CHUK HANG/<br>Yip Hing Street, Wong Chuk Hang Road",3198;529,2,22.24949373,114.1679881
C504,"MOONBEAM TERRACE/<br>Moonbeam Terrace, Waterloo Road",843,1,22.34213006,114.1786897
C505,TAI WAI BBI - SUN MING HOUSE SUN CHU ESTATE,6042;847;6041,3,22.372553970000002,114.18021773333334
C506,FUK LEE STREET,9085;9086,2,22.323476725,114.16192674999999
C507,MONG KOK ROAD,9112;9111;13152,3,22.32051957,114.16668299999999
C508,COSMOPOLITAN ESTATE,9087,1,22.32172027,114.1618687
C509,YU CHUI COURT,12375;6091;6090,3,22.382301440000003,114.2054033
C510,"YUE TIN COURT/<br>Yue Tin Court, Ngan Shing Street",6080;6081,2,22.38425561,114.2020342
C511,CITY ONE SHA TIN BUS TERMINUS/<br>City One Shatin,709,1,22.38611582,114.2024812
C512,FORTUNE CITY ONE,719;708;873,3,22.38709392,114.20377616666667
C513,PUI CHING MIDDLE SCHOOL,4250;9066,2,22.31813581,114.1764958
C514,HK METROPOLITAN UNIVERSITY,9065,1,22.31662767,114.180349
C515,CITY ONE SHATIN,721;6111,2,22.38849998,114.2018699
C516,"BELAIR GARDEN/<br>Belair Garden, Tai Chung Kiu Road",874;870,2,22.38472575,114.1981792
C517,"REGAL RIVERSIDE HOTEL/<br>Regal Riverside Hotel, Tai Chung Kiu Road",875;869,2,22.38190856,114.1954696
C518,"CITY ONE STATION/<br>City One Station, Chap Wai Kon Street",6086,1,22.3828556,114.2037527
C519,SHAM SHUI PO PARK,9101,1,22.33072331,114.1575579
C520,PO KONG VILLAGE ROAD PARK,13329;12389;4189;4155;8348,5,22.346574688,114.2024895
C521,CHU FUNG HOUSE,8349,1,22.3460385,114.2010565
C522,SHANTUNG STREET,12447,1,22.31772019,114.1684982
C523,CHANGSHA STREET,9055,1,22.31608567,114.1688186
C524,WING SING LANE,9039,1,22.31091118,114.169838
C525,SAIGON STREET,9038,1,22.30714542,114.1697605
C526,PO TSZ LANE,4188,1,22.34597543,114.2000663
C527,PO LEUNG KUK NO.1 W. H. CHEUNG COLLEGE,12404,1,22.34621837,114.2055901
C528,BROADCAST DRIVE BUS TERMINUS,9159,1,22.34220228,114.1804662
C529,PENINSULA HEIGHTS,9158,1,22.34325879,114.1827086
C530,FESSENDEN ROAD,9151,1,22.34163327,114.1830872
C531,PARK LANE,4232;4231,2,22.30175422,114.1718716
C532,MARCONI ROAD,9150;9160,2,22.3404503,114.18207755
C533,MARY ROSE SCHOOL,9136,1,22.33569121,114.1815241
C534,DURHAM ROAD,9140;9139;9138,3,22.333403450000002,114.18187346666667
C535,"BLOCK 4,TSUI CHUK GARDEN",9157;9155;9156,3,22.346073083333334,114.1873103
C536,"BLOCK 1, TSUI CHUK GARDEN",9154;9153,2,22.345750889999998,114.18880039999999
C537,PANG CHING COURT,8103;9152,2,22.34626548,114.1906498
C538,LAM TIN POLYCLINIC,8202;12379,2,22.310558264999997,114.2335148
C539,LAGUNA CITY BUS TERMINUS,1360;1128;12981,3,22.306851336666668,114.22861549999999
C540,"WAI LOK STREET, KWUN TONG",12884;1126,2,22.30523287,114.2252925
C541,LAGUNA ARCADE,1361;1127,2,22.30565656,114.2277481
C542,SHUN TIN BUS TERMINUS,1124,1,22.32642725,114.2267267
C543,ON TAI (WEST) (WO TAI HOUSE),1125;8252;10000188;13295,4,22.328558315,114.22721035
C544,LEE YIP HOUSE,8256;1109,2,22.331565814999998,114.2261898
C545,TSUEN WAN CENTRE,9642;9643;9644,3,22.37858091,114.10828250000002
C546,MEI WAN STREET,9638;9637,2,22.37643255,114.1104683
C547,FUK LOI ESTATE TAI CHUNG ROAD,9657;9658,2,22.37386811,114.1110132
C548,CLAGUE GARDEN ESTATE,12451;9656,2,22.37157391,114.1099462
C549,AUSTIN ROAD WEST,12365,1,22.30248489,114.1598521
C550,LEE HANG HOUSE,1038;10336,2,22.3331106,114.2243315
C551,SHUN LEE FIRE STATION,8258;10335,2,22.33172045,114.2223605
C552,ON CHUNG HOUSE,8253;8254,2,22.328825260000002,114.2254366
C553,ALLWAY GARDENS BUS TERMINUS,9646,1,22.37743222,114.1041272
C554,TSUEN KING CIRCUIT MARKET,13068,1,22.37838964,114.1045345
C555,MA WAN PIER,9709;9713;9712;9710;9711;12990,6,22.36571834333333,114.05654375
C556,SEA CREST VILLA PHASE 3,9715;9714;9716;12569,4,22.36479593,114.0548018
C557,SHAM TSENG VILLAGE,9707;9708,2,22.36677655,114.0587614
C558,BELLAGIO,9705;9706,2,22.36761841,114.06156185
C559,TSUEN KING CIRCUIT FLYOVER,12897;9652;9651,3,22.37575373,114.10681770000001
C560,DISCOVERY PARK,9635;9636;9677,3,22.374708853333335,114.11328163333333
C561,TSUEN WAN STATION,9628;9630;9614;9613;9634;9631;9629;9632,8,22.37394230625,114.11601003749999
C562,TAI HO ROAD TSUEN WAN,9679;9678;13191;9680,4,22.3718743,114.1159758
C563,TSUEN WAN WEST STATION BUS TERMINUS,12760,1,22.36788074,114.1107053
C564,YAU KOM TAU,12422;9692,2,22.36816156,114.0930827
C565,APPROACH BEACH,9694,1,22.36749054,114.0879178
C566,SOUTH MOUNTAIN SWIMMING ASSOCIATION,9695;12467,2,22.3681028,114.0846745
C567,TING KAU,9697;9696,2,22.37027618,114.0795853
C568,LIDO BEACH,9699;9698,2,22.36830526,114.0758874
C569,HOI MEI BEACH,9701;9700,2,22.36445454,114.0700842
C570,SHAM TSZ STREET SHAM TSENG,9704;12992,2,22.36699636,114.0630624
C571,GOLDEN VILLA,9693,1,22.36764573,114.0910053
C572,GREENVIEW TERRACE,9691;9690,2,22.36828125,114.0976558
C573,BAYVIEW GARDEN,9689;12991,2,22.36895041,114.0995099
C574,BELVEDERE GARDEN PHASE 3,9686;9685;9684;10000167,4,22.371288484999997,114.102542825
C575,BELVEDERE GARDEN PHASE 1,9683,1,22.37325059,114.1030321
C576,CHEUNG SHA WAN PLAYGROUND,757;741,2,22.335753125,114.1558051
C577,HING WAH STREET CHEUNG SHA WAN,9224;13022;4210,3,22.33779364,114.1529848
C578,MOON LOK DAI HA,9676,1,22.37216187,114.1123345
C579,CHAI WAN KOK STREET TSUEN WAN,12898,1,22.37483209,114.1056238
